0,2658,100
1.8,559,100
3.6,2451,100
5.4,2671,100
7.2,2747,100
9,2772,100
10.8,-1000,0
12.6,-1000,0
14.4,-1000,0
16.2,-1000,0
18,18556,100
19.8,-1000,0
21.6,-1000,0
23.4,-1000,0
25.2,-1000,0
27,-1000,0
28.8,-1000,0
30.6,-1000,0
32.4,768,100
34.2,-1000,0
36,-1000,0
37.8,829,100
39.6,-1000,0
41.4,-1000,0
43.2,3102,100
45,3092,100
46.8,3088,100
48.6,3086,100
50.4,3085,100
52.2,3085,100
54,3067,100
55.8,2928,100
57.6,2982,100
59.4,3061,100
61.2,3106,100
63,2992,100
64.8,2460,100
66.6,2786,100
68.4,2711,100
70.2,2642,100
72,2577,100
73.8,2515,100
75.6,2463,100
77.4,2409,100
79.2,2363,100
81,2318,100
82.8,2277,100
84.6,2240,100
86.4,2207,100
88.2,2175,100
90,2150,100
91.8,2124,100
93.6,2101,100
95.4,2154,100
97.2,2234,100
99,2212,100
100.8,2226,100
102.6,2258,100
104.4,2115,100
106.2,2111,100
108,2097,100
109.8,2090,100
111.6,2090,100
113.4,2078,100
115.2,2074,100
117,2330,100
118.8,2188,100
120.6,2657,100
122.4,2672,100
124.2,2694,100
126,2714,100
127.8,2743,100
129.6,2770,100
131.4,2803,100
133.2,2837,100
135,2877,100
136.8,2920,100
138.6,2969,100
140.4,3022,100
142.2,2462,100
144,2350,100
145.8,2313,100
147.6,2287,100
149.4,1697,100
151.2,1631,100
153,1571,100
154.8,1565,100
156.6,1614,100
158.4,1672,100
160.2,1736,100
162,1801,100
163.8,1877,100
165.6,1961,100
167.4,2059,100
169.2,2161,100
171,2288,100
172.8,2424,100
174.6,2327,100
176.4,2103,100
178.2,2066,100
180,1944,100
181.8,1921,100
183.6,1904,100
185.4,1889,100
187.2,1882,100
189,-1000,0
190.8,2314,100
192.6,2281,100
194.4,2250,100
196.2,1685,100
198,1652,100
199.8,1553,100
201.6,1535,100
203.4,1481,100
205.2,1066,100
207,1066,100
208.8,1068,100
210.6,1073,100
212.4,1080,100
214.2,1089,100
216,1096,100
217.8,1108,100
219.6,1196,100
221.4,1184,100
223.2,1215,100
225,2562,100
226.8,2531,100
228.6,-1000,0
230.4,1766,100
232.2,1779,100
234,1768,100
235.8,-1000,0
237.6,1683,100
239.4,1667,100
241.2,2975,100
243,2276,100
244.8,2052,100
246.6,2032,100
248.4,-1000,0
250.2,2010,100
252,2000,100
253.8,1912,100
255.6,1895,100
257.4,1929,100
259.2,1972,100
261,1991,100
262.8,2018,100
264.6,2035,100
266.4,3408,100
268.2,3363,100
270,3324,100
271.8,3286,100
273.6,596,100
275.4,591,100
277.2,584,100
279,582,100
280.8,577,100
282.6,576,100
284.4,572,100
286.2,572,100
288,571,100
289.8,571,100
291.6,571,100
293.4,571,100
295.2,572,100
297,574,100
298.8,578,100
300.6,583,100
302.4,586,100
304.2,591,100
306,510,100
307.8,500,100
309.6,517,100
311.4,613,100
313.2,621,100
315,-1000,0
316.8,-1000,0
318.6,-1000,0
320.4,-1000,0
322.2,-1000,0
324,-1000,0
325.8,-1000,0
327.6,-1000,0
329.4,-1000,0
331.2,-1000,0
333,-1000,0
334.8,-1000,0
336.6,-1000,0
338.4,359,100
340.2,353,100
342,343,100
343.8,338,100
345.6,333,100
347.4,318,100
349.2,310,100
351,307,100
352.8,304,100
354.6,324,100
356.4,-1000,0
358.2,-1000,0
360,775,100
